id,area,gender,age,lots_of_jobs,high_PoL,good_city_culture,places_for_visitors,quality_education,public_crisis_support,good_for_kids,places_for_disadvantaged,quality_of_healthcare,safe_at_night,safe_from_accidents,safe_drinking_public_water,air_pollution_problem,good_public_transport,nice_close_places,close_groceries,easy_city_info,gov_address_citizen_issues,admin_transparent,friends_come_over_lots,lots_volunteer_activities,health_score,city_pride,happy_score,education,household_income,occupation,marital_status,religion
1,Seoul,male,24,2,2,2,4,4,4,NA,NA,4,3,3,3,2,2,3,3,1,NA,3,3,3,1,3,2,6,3,8,2,8
2,Seoul,male,68,4,2,3,4,4,4,3,4,4,3,4,4,2,2,3,3,3,3,3,3,3,4,2,3,7,3,10,2,5
3,Seoul,male,73,4,2,2,4,4,4,NA,4,3,4,4,4,2,2,3,3,NA,NA,4,2,2,4,3,2,4,2,10,2,5
4,Seoul,male,23,2,3,2,3,3,3,NA,NA,5,3,3,3,1,1,3,2,1,NA,3,3,3,1,3,2,6,4,8,1,1
5,Seoul,female,32,3,2,2,3,3,3,3,NA,4,4,4,4,2,2,3,3,2,NA,NA,3,3,2,3,2,7,3,9,2,8
6,Seoul,female,49,2,2,2,2,2,2,2,NA,5,2,5,5,1,1,2,2,1,NA,NA,2,1,2,3,3,7,3,9,2,2
7,Seoul,male,66,4,2,3,4,4,4,NA,4,4,4,4,4,2,2,3,3,3,3,4,3,3,3,3,3,4,2,10,NA,8
8,Seoul,female,59,2,2,2,4,2,4,4,4,4,4,4,4,2,2,2,2,2,5,2,2,2,4,3,3,4,3,9,2,1
9,Seoul,male,42,2,4,2,4,3,4,3,3,4,4,4,4,2,1,4,2,1,4,4,4,4,3,2,2,4,2,6,2,8
10,Seoul,female,29,4,2,3,4,4,4,4,4,3,4,4,2,1,1,3,3,2,3,3,3,3,2,3,2,7,3,9,2,8
11,Seoul,female,30,4,3,3,3,4,4,4,4,3,4,4,4,1,1,3,3,3,3,NA,2,NA,2,4,2,7,2,9,2,8
12,Seoul,female,48,3,2,3,4,4,4,4,4,5,4,4,4,2,2,4,3,2,NA,NA,4,3,3,3,2,4,3,9,2,5
13,Seoul,female,80,4,2,2,3,2,4,NA,3,3,4,NA,4,2,2,2,2,NA,NA,NA,2,2,2,1,2,1,1,9,4,2
14,Seoul,female,49,3,2,3,4,4,4,4,4,5,4,4,4,2,2,4,3,2,NA,NA,3,3,3,3,2,4,3,9,2,5
15,Seoul,female,75,NA,2,4,4,NA,4,NA,4,4,4,4,3,1,2,3,3,NA,NA,NA,3,3,4,3,3,2,1,9,4,5
16,Seoul,female,72,5,2,3,3,3,4,3,4,4,4,4,4,2,2,3,3,NA,NA,3,3,3,3,NA,NA,3,3,9,4,2
17,Seoul,female,35,3,2,3,3,4,4,4,4,4,4,4,2,2,2,3,3,2,NA,3,4,3,2,3,2,7,3,9,2,1
18,Seoul,female,29,3,2,2,3,4,4,4,4,4,4,4,2,2,2,3,3,2,3,3,4,3,1,2,1,7,3,9,2,2
19,Seoul,male,55,3,2,3,3,4,4,4,4,5,4,4,4,2,2,4,3,1,NA,3,4,3,2,3,2,4,3,2,2,5
20,Seoul,male,46,2,2,3,3,4,4,3,4,4,4,4,4,2,2,3,3,2,3,3,3,3,2,3,2,7,3,6,2,5
21,Seoul,male,81,4,2,3,3,3,4,3,4,4,4,4,4,2,1,3,3,NA,NA,NA,3,3,3,2,2,7,3,10,2,1
22,Seoul,male,34,1,1,3,4,4,4,4,4,4,3,3,4,2,1,3,3,1,3,3,4,4,2,3,2,7,3,6,2,8
23,Seoul,female,60,4,2,3,4,3,4,4,4,4,4,4,4,2,NA,1,3,NA,3,4,2,3,3,2,2,3,2,9,2,5
24,Seoul,male,21,1,2,1,3,3,NA,NA,NA,4,3,3,4,2,1,3,1,1,3,3,3,3,1,3,NA,6,3,8,1,8
25,Seoul,female,47,2,2,2,3,3,4,4,4,4,3,3,4,2,1,4,2,1,NA,NA,3,3,2,2,2,4,3,9,2,5
26,Seoul,female,36,1,1,1,3,3,4,4,4,5,5,5,5,1,1,5,3,1,NA,4,5,4,1,3,1,7,4,3,2,2
27,Seoul,female,70,2,4,2,2,NA,NA,NA,NA,2,2,2,5,4,1,1,NA,NA,NA,3,1,NA,3,1,1,3,3,9,2,5
28,Seoul,male,53,1,1,2,3,3,4,3,4,5,3,4,4,1,2,4,2,1,3,4,3,3,3,3,2,7,3,2,2,8
29,Seoul,male,38,1,1,1,3,2,2,2,NA,5,2,4,4,1,3,NA,1,1,2,4,2,NA,1,3,2,4,3,5,2,2
30,Seoul,male,22,2,2,2,2,3,4,4,4,4,3,4,3,2,1,3,3,1,3,3,3,2,1,2,2,6,3,8,1,8
31,Seoul,female,85,3,2,3,3,3,4,4,4,4,5,5,3,1,1,3,2,NA,NA,3,4,NA,2,2,2,3,3,9,4,5
32,Seoul,female,56,4,2,2,3,3,4,4,4,4,4,4,3,5,1,4,3,NA,3,NA,3,2,2,2,2,4,3,9,2,5
33,Seoul,male,44,2,2,2,2,3,4,4,4,4,4,4,4,5,2,3,3,2,3,3,4,3,3,3,2,7,3,2,2,8
34,Seoul,female,20,NA,2,2,4,4,4,4,4,4,4,4,4,2,2,4,2,2,NA,NA,4,4,4,2,2,6,3,8,1,8
35,Seoul,female,64,NA,3,2,2,2,NA,2,2,2,4,4,4,2,2,NA,2,NA,2,4,4,2,2,2,1,3,3,10,4,2
36,Seoul,female,58,NA,2,4,4,2,4,4,4,4,4,4,4,2,5,4,4,NA,4,2,4,NA,3,4,3,1,1,9,2,5
37,Seoul,male,44,4,2,3,4,4,4,4,5,4,3,3,4,1,3,4,3,3,4,NA,4,NA,3,4,3,7,3,3,2,5
38,Seoul,male,74,NA,3,4,4,NA,4,4,4,4,4,4,4,2,2,3,4,NA,4,NA,4,4,2,4,3,2,3,10,2,5
39,Seoul,female,49,2,3,4,4,3,4,NA,3,2,4,4,4,2,3,4,2,NA,NA,NA,2,NA,2,3,2,2,2,9,2,2
40,Seoul,female,26,4,3,2,5,2,3,3,3,3,2,3,4,2,2,3,2,1,3,3,3,3,3,4,3,7,3,3,1,2
41,Seoul,male,69,4,2,4,4,2,4,4,4,4,4,4,4,2,2,2,4,NA,2,3,4,4,3,3,3,3,3,10,2,2
42,Seoul,female,32,4,2,2,4,4,4,4,3,3,3,4,4,2,2,4,2,2,NA,NA,4,NA,2,2,1,7,3,9,2,2
43,Seoul,male,45,4,2,4,4,4,4,4,4,4,4,4,4,2,2,3,2,2,NA,4,4,4,3,3,4,4,3,5,2,8
44,Seoul,female,28,2,1,2,3,3,4,4,4,3,4,4,3,2,2,3,2,2,3,4,3,4,2,2,1,7,3,3,2,8
45,Seoul,male,47,4,2,4,4,5,4,4,4,4,4,4,4,4,2,2,2,2,NA,4,4,NA,2,4,2,7,4,6,2,5
46,Seoul,male,34,4,2,3,NA,3,4,4,4,4,3,4,3,3,2,3,3,3,3,NA,4,4,2,4,4,4,2,10,2,8
48,Seoul,male,28,2,2,2,3,2,NA,2,2,4,2,2,4,2,2,2,2,2,2,4,4,2,2,3,2,7,3,6,1,5
49,Seoul,female,28,3,1,3,4,3,4,4,3,4,2,3,4,2,2,4,NA,2,4,NA,4,NA,2,3,2,7,3,NA,2,8
50,Seoul,male,52,1,1,2,2,2,2,2,2,2,2,3,4,2,2,3,2,2,NA,NA,3,2,2,2,2,7,4,2,2,2
51,Seoul,female,76,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,NA,NA,NA,NA,2,2,2,4,3,2,10,4,1
52,Seoul,female,31,2,2,4,4,4,4,4,4,4,4,4,4,2,2,4,2,2,2,2,4,2,2,3,2,7,3,4,1,1
53,Seoul,female,72,NA,2,NA,NA,2,4,3,3,NA,4,4,4,2,2,3,2,NA,NA,NA,4,2,2,4,4,1,1,10,4,8
54,Seoul,male,75,4,2,3,4,2,4,2,4,4,4,4,4,2,2,2,2,2,2,2,4,3,2,3,3,7,2,10,2,2
55,Seoul,female,47,1,4,2,NA,2,4,4,4,3,4,5,4,2,2,3,2,NA,4,4,4,2,2,3,3,4,2,7,2,8
56,Seoul,female,74,NA,2,4,4,2,NA,NA,4,2,2,4,4,2,2,2,4,NA,NA,2,4,2,2,4,3,2,3,10,4,8
57,Seoul,male,59,2,2,4,3,2,3,4,4,4,2,3,4,2,2,4,2,3,3,4,3,4,2,3,2,7,4,10,2,5
58,Seoul,male,27,1,4,2,2,2,NA,4,4,4,2,2,4,2,2,4,2,2,NA,NA,3,4,1,3,3,7,3,10,1,8
59,Seoul,male,31,2,2,2,3,2,NA,2,NA,2,3,2,NA,3,2,3,2,NA,NA,NA,4,NA,2,3,2,7,3,3,1,8
60,Seoul,male,49,2,2,4,4,4,4,4,4,4,4,NA,4,2,2,3,3,2,4,4,3,2,2,3,3,7,3,7,2,8
61,Seoul,female,24,3,2,2,2,2,3,NA,4,4,4,4,4,2,2,4,4,2,3,NA,4,2,2,2,2,7,3,10,1,2
62,Seoul,female,63,4,2,4,2,NA,4,4,4,4,4,4,4,2,2,NA,2,NA,NA,4,4,NA,3,3,3,4,3,9,4,8
63,Seoul,male,38,5,1,4,3,4,2,3,5,4,4,4,4,2,3,4,3,3,3,4,4,3,2,3,3,7,3,2,2,8
64,Seoul,female,56,4,2,NA,NA,2,3,3,4,4,4,NA,4,2,2,4,4,3,3,NA,4,4,2,2,3,4,3,2,2,5
65,Seoul,female,46,4,2,2,5,2,4,4,4,3,2,4,4,2,4,4,4,1,NA,5,5,2,3,5,4,4,3,9,2,8
66,Seoul,male,40,4,1,2,4,2,4,NA,3,4,5,5,3,1,2,3,1,2,4,5,3,3,3,3,3,4,2,2,2,8
67,Seoul,male,36,2,3,2,4,3,4,4,3,4,3,4,4,2,2,5,2,2,5,5,5,3,2,3,2,7,NA,6,2,8
68,Seoul,male,44,2,2,2,4,4,5,5,5,4,4,4,4,2,1,4,4,4,NA,4,4,NA,3,3,2,4,1,5,2,8
69,Seoul,female,42,3,2,3,5,3,5,3,3,4,2,4,4,3,2,3,2,1,2,3,2,4,2,4,2,7,4,9,2,1
70,Seoul,female,59,2,2,4,4,2,2,4,4,4,4,4,2,2,2,4,2,NA,NA,NA,4,3,2,1,3,1,1,9,2,5
71,Seoul,female,72,5,3,2,NA,NA,4,NA,5,4,4,4,5,2,1,NA,4,NA,NA,NA,5,2,2,2,4,2,1,9,4,2
72,Seoul,female,48,1,4,2,4,4,4,4,4,4,3,4,4,2,4,4,4,2,3,3,4,4,3,2,2,7,3,9,2,2
73,Seoul,female,56,2,2,2,4,4,4,5,5,3,4,4,4,2,4,4,2,NA,4,5,4,NA,2,4,2,4,1,5,4,2
74,Seoul,male,58,2,4,2,3,NA,5,4,4,3,2,4,4,2,2,4,2,NA,2,3,3,2,3,2,2,NA,2,2,2,2
75,Seoul,female,41,1,2,2,4,4,4,4,5,4,4,4,4,1,1,4,3,2,3,NA,5,2,3,4,4,4,2,2,2,8
76,Seoul,male,75,5,2,NA,4,NA,5,NA,4,4,4,5,4,1,2,5,4,NA,NA,NA,NA,NA,5,4,4,2,1,10,4,8
77,Seoul,female,42,2,1,2,3,4,4,4,3,4,4,4,5,2,2,3,2,2,3,3,3,2,2,3,4,4,3,2,2,2
78,Seoul,male,62,4,3,2,3,2,2,NA,2,2,NA,4,4,3,2,2,2,4,2,NA,2,NA,2,5,2,3,3,10,2,5
79,Seoul,female,23,2,2,3,4,4,4,4,4,4,3,3,4,3,3,3,3,2,3,4,3,3,3,3,2,6,4,8,1,8
80,Seoul,male,70,4,NA,4,4,NA,5,NA,4,5,2,5,4,1,2,5,4,5,NA,NA,4,NA,4,4,5,3,1,10,2,2
81,Seoul,female,31,2,2,2,4,3,4,4,4,4,3,3,3,2,2,4,3,2,NA,NA,4,4,3,3,3,7,3,7,1,8
82,Seoul,female,51,4,2,3,5,2,5,3,4,4,3,4,4,1,2,4,3,3,NA,NA,5,2,3,4,2,3,3,9,2,2
83,Seoul,female,27,2,2,2,4,4,4,5,5,4,2,4,4,1,2,4,4,1,3,3,3,2,2,3,3,7,2,3,1,8
84,Seoul,male,44,2,3,2,4,3,NA,3,3,3,3,3,3,3,3,4,3,3,NA,NA,4,2,2,3,2,7,2,6,2,2
85,Seoul,female,37,2,3,2,3,4,4,4,4,4,2,4,4,1,2,3,2,2,4,4,2,2,3,3,1,7,4,9,2,1
86,Seoul,male,28,3,2,3,3,2,4,3,4,3,4,4,3,3,2,4,4,3,3,4,4,3,3,4,4,4,2,7,1,2
87,Seoul,female,58,1,1,2,5,5,4,5,5,2,2,4,4,1,2,3,4,3,NA,2,NA,2,3,3,3,7,3,3,2,8
88,Seoul,male,62,NA,3,NA,5,5,5,5,5,5,2,NA,NA,2,3,5,NA,3,NA,NA,4,5,3,4,3,3,3,10,2,8
89,Seoul,female,27,2,2,3,3,4,4,3,4,4,3,2,3,2,2,3,3,3,NA,NA,4,3,2,2,3,7,2,3,1,2
90,Seoul,female,78,NA,1,NA,NA,NA,NA,3,NA,NA,3,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,4,NA,2,1,NA,10,4,8
91,Seoul,male,64,3,1,4,4,2,5,5,5,5,5,3,3,1,2,4,4,NA,3,4,5,5,3,3,1,7,5,2,2,5
92,Seoul,female,24,1,1,1,1,1,4,4,4,2,3,4,3,1,1,4,2,1,NA,NA,4,4,2,3,2,7,4,3,1,2
93,Seoul,male,27,3,2,1,3,4,3,3,4,4,4,4,2,2,1,4,1,2,3,4,3,3,2,3,4,7,3,6,1,8
94,Seoul,female,76,3,1,3,4,4,4,2,3,2,5,4,5,1,1,5,2,2,3,3,4,1,1,3,2,3,4,9,4,8
95,Seoul,female,60,3,1,3,4,4,3,4,4,4,5,4,3,2,1,5,3,3,3,4,5,4,3,2,2,2,3,9,2,5
96,Seoul,female,52,2,1,4,3,4,3,5,5,4,5,4,5,2,1,2,1,2,3,4,5,4,3,4,2,7,3,2,2,2
97,Seoul,female,67,2,1,4,3,4,3,2,3,3,2,2,2,1,4,3,2,2,2,2,2,3,4,2,2,3,3,9,4,2
98,Seoul,male,36,2,4,1,2,1,3,4,2,5,1,4,2,1,2,4,2,1,3,3,2,4,1,3,1,7,3,2,2,8
99,Seoul,female,29,2,1,1,3,3,3,4,4,4,5,4,5,2,3,4,3,3,4,4,4,4,4,3,4,4,2,3,1,8
100,Seoul,male,68,4,1,3,4,2,3,4,3,4,2,2,4,1,1,2,2,2,4,4,3,3,3,4,4,3,1,10,2,5
101,Seoul,female,35,2,1,2,3,2,3,5,4,4,5,3,2,1,2,4,3,3,4,5,3,4,3,3,2,4,3,9,2,1
102,Seoul,female,34,5,1,5,3,5,5,5,5,5,4,4,5,1,3,3,3,3,5,5,1,3,3,4,2,7,3,9,2,5
103,Seoul,male,42,1,2,2,3,2,2,2,3,3,3,NA,3,1,2,3,3,3,4,3,4,4,1,1,1,7,4,6,2,2
104,Seoul,male,27,2,1,1,3,4,3,4,5,3,3,2,5,3,2,3,3,2,3,3,1,3,1,3,2,6,3,8,1,8
105,Seoul,male,61,3,3,3,3,1,2,2,4,3,1,2,2,1,1,4,2,2,2,3,3,3,2,2,1,4,2,10,2,2
106,Seoul,female,60,4,1,3,3,2,3,5,3,4,2,4,5,1,1,3,2,2,3,3,4,2,4,3,4,4,3,9,2,8
107,Seoul,male,61,2,1,2,2,1,2,3,3,2,1,2,3,2,1,3,3,1,1,2,3,2,2,2,2,7,4,3,2,2
108,Seoul,female,22,3,1,4,4,3,4,3,3,4,4,5,3,1,2,4,2,2,3,4,5,5,3,3,3,4,3,3,1,2
109,Seoul,female,23,4,2,2,4,2,4,3,4,4,3,NA,5,NA,4,4,2,1,4,4,NA,4,2,4,2,7,3,3,1,8
110,Seoul,male,57,3,1,3,2,3,3,2,4,3,1,1,1,1,1,2,3,3,2,2,5,5,3,2,3,2,2,4,2,5
111,Seoul,male,65,1,1,1,1,1,2,3,4,3,2,3,2,1,1,3,2,1,2,2,3,2,4,2,3,4,3,10,2,1
112,Seoul,female,61,2,2,1,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2,3,5,4,3,3,3,3,3,7,4,8
113,Seoul,female,35,1,1,1,3,4,4,4,3,3,3,5,5,1,1,4,2,2,4,3,4,1,1,4,1,4,3,9,2,2
114,Seoul,female,55,2,1,2,2,2,2,4,4,2,1,4,5,1,2,3,3,2,4,3,4,1,1,3,1,3,4,9,2,5
115,Seoul,male,45,4,2,3,3,2,NA,2,4,2,3,3,2,2,1,4,2,2,NA,5,2,3,3,3,3,4,3,2,1,5
116,Seoul,male,63,4,1,3,2,NA,5,4,4,3,4,4,4,2,2,3,3,NA,NA,NA,5,3,3,2,2,3,3,10,1,8
117,Seoul,female,49,4,1,2,2,3,3,3,NA,2,4,5,NA,3,2,2,2,4,5,5,3,3,2,2,2,3,4,9,1,1
118,Seoul,male,24,4,3,2,2,2,3,5,4,2,4,4,3,3,2,4,2,1,NA,3,3,3,2,NA,2,6,3,8,2,8
119,Seoul,male,55,5,1,2,2,2,3,3,2,2,5,5,4,2,2,3,1,1,NA,NA,2,2,4,NA,3,4,4,6,1,5
120,Seoul,female,45,1,1,2,2,2,NA,NA,NA,2,2,NA,4,5,1,1,3,2,2,NA,2,2,1,1,3,4,4,9,2,2
121,Seoul,female,51,NA,2,3,3,NA,4,3,3,2,4,4,2,2,2,3,2,3,5,NA,NA,3,2,NA,3,2,2,9,2,2
122,Seoul,female,35,4,2,2,2,5,5,4,4,4,5,4,4,2,2,3,2,1,NA,NA,4,4,2,2,2,7,4,6,2,8
123,Seoul,female,32,4,2,2,2,3,NA,NA,5,4,5,5,2,2,1,4,2,2,NA,4,NA,NA,1,2,1,7,4,3,1,2
124,Seoul,female,23,4,2,2,2,4,NA,NA,NA,4,5,5,4,2,1,3,1,1,3,3,3,3,1,2,1,6,4,8,1,1
125,Seoul,female,39,NA,1,2,3,5,5,4,4,3,4,4,4,2,2,3,2,2,4,4,1,2,2,2,2,4,3,9,2,2
126,Seoul,female,65,2,2,2,3,2,2,3,4,4,4,4,4,2,2,3,2,1,4,4,2,2,2,3,1,7,5,9,2,1
127,Seoul,male,21,3,2,2,2,2,4,3,4,3,4,4,2,2,1,4,1,1,4,4,3,3,1,1,1,6,4,8,1,8
128,Seoul,female,50,3,2,2,NA,4,4,4,4,3,4,4,4,1,2,NA,3,3,5,5,NA,NA,2,3,3,4,4,9,2,2
129,Seoul,female,50,5,1,NA,NA,5,NA,5,5,5,5,4,4,1,2,5,4,NA,5,NA,3,NA,2,2,3,4,3,9,2,2
130,Seoul,female,34,4,2,3,3,3,4,4,4,4,5,5,5,2,2,3,2,2,NA,NA,NA,NA,2,NA,2,7,4,6,2,5
131,Seoul,female,37,5,2,2,4,2,4,4,5,5,5,5,5,5,2,3,2,2,4,5,4,5,2,5,2,7,4,9,1,2
132,Seoul,male,57,4,2,3,4,5,5,4,4,5,5,5,4,2,1,3,2,1,3,5,3,3,1,2,2,4,3,5,2,5
133,Seoul,female,42,5,1,4,4,3,4,4,4,4,5,5,5,2,2,3,2,2,5,3,4,4,3,3,3,7,4,6,2,5
134,Seoul,male,62,2,5,3,4,4,5,5,5,5,4,4,5,2,2,3,3,4,4,4,3,5,1,3,3,3,3,10,4,8
135,Seoul,male,38,4,2,3,4,4,4,5,4,4,5,5,4,2,2,2,3,4,3,4,3,5,2,NA,3,7,4,6,2,8
136,Seoul,male,50,1,3,4,5,5,5,4,4,4,5,5,4,1,2,2,2,2,3,4,4,4,5,5,4,4,3,10,2,2
137,Seoul,male,40,3,2,3,3,4,3,4,4,3,4,4,3,4,2,3,4,4,2,3,4,3,2,2,1,7,3,2,2,2
138,Seoul,female,27,3,2,4,3,2,3,4,4,3,4,4,3,2,2,3,1,1,NA,4,3,3,2,NA,3,6,4,8,1,1
139,Seoul,male,73,3,2,3,4,3,5,4,4,3,4,4,3,2,1,2,2,2,4,3,5,NA,2,2,2,7,3,10,2,8
140,Seoul,female,51,3,2,3,3,4,4,3,4,4,5,5,5,2,2,3,2,3,3,2,4,3,2,NA,3,4,3,9,2,2
141,Seoul,male,25,5,1,2,2,3,5,4,4,4,4,4,5,2,2,1,2,1,NA,4,NA,3,2,2,3,6,3,8,1,2
142,Seoul,male,47,5,2,5,3,3,4,3,5,4,4,4,2,2,1,2,2,2,3,2,4,4,2,2,2,7,3,3,2,8
143,Seoul,female,24,4,2,2,2,4,4,4,3,3,4,4,3,2,2,3,2,2,4,4,3,3,1,NA,2,6,4,8,1,1
144,Seoul,male,27,5,1,2,3,2,4,3,4,4,4,3,3,2,4,3,2,2,3,3,NA,NA,1,2,1,6,3,8,1,2
145,Seoul,male,25,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,6,3,8,1,2
146,Seoul,male,44,3,1,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,3,4,3,4,2,3,3,NA,3,2,2,8
147,Seoul,male,40,2,2,4,4,3,3,3,3,3,NA,3,4,4,2,3,3,3,3,3,3,4,1,3,2,7,3,6,2,5
148,Seoul,female,52,2,2,3,3,2,3,3,3,3,4,3,4,4,2,2,3,3,3,2,3,3,3,2,2,4,3,9,2,8
149,Seoul,male,80,3,1,3,2,2,2,3,3,3,3,3,4,2,3,3,2,3,3,3,4,3,3,3,3,4,2,10,4,2
150,Seoul,female,46,2,2,3,2,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,2,3,2,2,7,4,9,2,5
151,Seoul,male,37,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,2,3,3,7,3,2,2,8
152,Seoul,male,67,5,2,4,4,4,4,4,5,4,4,3,4,4,4,4,5,NA,NA,NA,NA,NA,4,4,NA,3,2,10,2,8
153,Seoul,male,27,3,2,2,3,3,3,2,2,3,3,2,3,3,2,2,2,2,2,3,3,3,2,2,3,7,4,11,1,2
154,Seoul,female,35,3,1,2,2,3,3,3,3,5,4,4,5,4,NA,2,3,3,3,4,3,3,2,3,2,7,4,9,2,8
155,Seoul,male,41,2,1,3,3,2,2,2,3,3,3,4,3,3,2,3,2,3,3,4,3,3,3,2,2,7,3,6,2,2
156,Seoul,female,40,1,3,2,3,3,5,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,2,3,2,7,4,9,2,8
157,Seoul,male,24,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,1,1,6,3,8,1,8
158,Seoul,female,37,3,2,3,3,3,3,2,3,3,2,2,2,3,3,3,2,2,3,3,3,3,2,2,2,7,4,9,2,8
159,Seoul,female,46,2,2,2,4,2,2,3,3,2,2,3,2,3,3,3,3,2,3,3,3,3,2,3,2,7,3,9,2,2
160,Seoul,male,77,4,4,4,4,4,4,NA,NA,4,4,4,4,4,NA,4,4,NA,4,4,4,4,4,4,NA,4,2,10,4,8
161,Seoul,female,27,2,2,2,2,2,2,2,2,2,3,3,3,4,2,2,2,2,2,2,2,2,3,2,2,7,4,6,1,2
162,Seoul,female,33,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,NA,NA,4,4,2,2,2,7,4,9,2,5
163,Seoul,female,64,4,2,4,4,4,4,3,4,4,3,3,4,4,4,4,4,NA,NA,NA,4,4,4,NA,3,3,2,10,2,8
164,Seoul,male,23,1,1,1,1,1,1,1,2,1,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,6,4,8,1,8
165,Seoul,female,64,2,2,4,3,3,4,4,4,4,3,4,4,4,4,3,4,NA,4,NA,4,4,4,3,4,NA,2,10,4,8
166,Seoul,female,39,4,1,3,3,3,3,4,4,4,3,3,3,3,3,2,2,NA,3,4,4,3,2,2,2,7,3,9,2,2
167,Seoul,female,58,2,1,2,2,2,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,2,2,2,7,4,9,2,2
168,Seoul,male,38,2,2,2,2,2,4,4,4,3,3,2,4,4,4,4,3,3,4,4,4,4,3,3,2,7,3,3,2,8
169,Seoul,female,42,2,1,3,3,2,2,2,1,2,2,2,3,3,2,2,2,3,2,NA,3,3,3,3,2,4,4,9,2,5
170,Seoul,female,22,2,2,2,2,2,2,3,3,2,4,3,4,3,4,3,3,3,3,4,3,3,2,2,2,6,4,8,1,2
171,Seoul,female,67,1,1,1,1,1,1,2,2,1,1,3,3,1,1,1,1,NA,3,3,3,3,2,2,1,7,4,9,2,2
172,Seoul,male,50,2,2,4,4,4,4,3,3,4,4,3,4,4,3,3,4,4,3,3,4,4,2,3,2,7,3,2,2,8
173,Seoul,male,47,3,3,3,4,3,3,3,2,3,3,3,4,5,4,3,3,2,3,3,4,4,3,3,3,7,2,6,2,2
174,Seoul,male,41,2,2,3,2,2,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,2,3,4,3,2,2,8
175,Seoul,female,37,2,2,2,NA,4,5,4,4,3,4,4,4,2,2,4,4,4,NA,4,2,4,3,4,3,4,2,2,1,8
176,Seoul,male,33,2,2,2,2,2,3,2,4,3,3,4,4,2,3,4,2,2,NA,NA,4,2,1,3,2,7,3,2,2,8
177,Seoul,female,41,2,2,2,4,3,3,3,4,NA,4,4,4,2,2,4,2,2,4,NA,4,2,4,2,2,NA,3,2,2,2
178,Seoul,male,27,3,2,2,4,3,3,4,4,3,3,3,NA,3,2,4,4,4,4,3,3,3,1,3,1,6,3,8,1,2
179,Seoul,female,23,4,2,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,NA,NA,4,4,4,4,4,4,3,10,1,5
180,Seoul,female,50,4,2,2,4,2,4,NA,3,NA,4,4,4,3,2,2,2,2,NA,NA,2,2,2,3,2,4,3,9,2,2
181,Seoul,female,45,3,3,2,2,2,2,1,4,3,4,4,4,2,2,4,2,3,4,2,4,4,2,2,2,4,4,2,2,5
182,Seoul,female,39,4,1,4,4,5,4,4,4,4,4,4,4,2,3,4,4,NA,NA,4,4,NA,2,2,2,2,1,9,2,5
183,Seoul,male,35,2,2,4,2,5,4,4,NA,3,2,3,4,2,2,4,4,4,3,2,4,3,3,3,3,7,2,3,2,8
184,Seoul,male,30,2,2,1,1,2,4,NA,4,4,1,5,3,2,2,4,2,1,3,3,4,3,2,3,3,7,3,2,1,1
185,Seoul,female,44,4,2,2,4,3,4,NA,NA,NA,3,NA,4,2,3,4,2,3,NA,3,3,4,2,4,3,7,4,9,2,8
186,Seoul,female,70,NA,1,2,2,2,4,4,4,2,NA,3,4,2,2,4,4,3,4,NA,4,2,2,2,3,2,2,10,4,1
187,Seoul,male,25,2,1,2,2,4,4,4,4,3,1,2,4,1,1,4,2,2,3,3,3,2,1,2,2,6,2,8,1,1
188,Seoul,female,36,2,1,1,2,4,5,3,3,3,3,3,3,1,3,3,3,3,NA,3,3,2,1,4,2,4,3,2,2,8
189,Seoul,male,48,2,2,2,3,2,3,2,4,3,4,4,2,4,NA,3,2,NA,NA,NA,3,4,2,2,2,3,2,2,2,2
190,Seoul,female,42,4,2,3,NA,4,5,4,NA,2,2,5,4,2,2,4,2,2,NA,NA,2,2,2,3,2,NA,2,9,2,2
191,Seoul,male,56,4,2,4,4,2,4,NA,2,2,2,4,4,2,1,4,2,2,NA,NA,4,2,1,3,4,7,1,7,3,2
192,Seoul,female,25,2,2,3,3,3,4,NA,NA,3,2,2,5,NA,3,4,2,3,3,4,4,4,1,3,2,6,3,8,1,8
193,Seoul,female,39,5,1,1,2,1,2,4,4,5,3,5,3,1,3,3,1,1,3,5,3,3,2,3,3,7,3,9,2,2
194,Seoul,male,68,4,2,4,4,3,5,4,4,2,2,4,2,1,1,3,4,4,NA,NA,4,4,2,2,4,3,1,4,2,5
195,Seoul,female,49,4,2,3,NA,3,NA,4,4,4,3,3,4,1,2,2,2,4,NA,NA,2,2,3,4,3,2,3,9,2,2
