id,area,gender,age,lots_of_jobs,high_PoL,good_city_culture,places_for_visitors,quality_education,public_crisis_support,good_for_kids,places_for_disadvantaged,quality_of_healthcare,safe_at_night,safe_from_accidents,safe_drinking_public_water,air_pollution_problem,good_public_transport,nice_close_places,close_groceries,easy_city_info,gov_address_citizen_issues,admin_transparent,friends_come_over_lots,lots_volunteer_activities,health_score,city_pride,happy_score,education,household_income,occupation,marital_status,religion
714,Beijing,male,21,2,3,1,2,2,1,3,4,2,4,3,3,2,1,1,1,2,3,3,2,1,3,4,2,6,3,8,1,8
715,Beijing,male,20,1,3,3,3,3,3,3,3,4,5,3,2,2,3,2,3,3,3,4,3,3,1,2,2,4,2,4,1,8
716,Beijing,male,20,2,2,2,2,1,5,3,4,3,4,4,3,4,1,2,2,1,1,4,2,2,1,3,1,6,1,8,1,8
717,Beijing,female,40,4,1,2,2,3,3,2,5,3,2,3,2,1,1,3,2,3,3,4,2,3,2,2,1,4,3,4,2,8
719,Beijing,female,60,3,3,2,2,2,3,2,2,2,3,3,2,3,2,2,2,2,3,3,3,2,3,1,1,5,3,6,2,8
720,Beijing,male,47,5,4,3,2,4,4,3,4,3,3,4,NA,2,3,4,2,NA,3,NA,4,2,3,3,3,3,2,10,2,8
721,Beijing,female,20,3,2,5,2,4,4,3,3,3,5,4,4,3,3,3,2,3,4,4,2,4,2,2,2,6,1,8,1,7
722,Beijing,female,50,2,3,3,5,2,3,3,3,3,4,2,2,2,4,5,3,2,1,3,1,2,4,4,4,2,1,10,2,8
724,Beijing,female,20,3,1,3,4,2,1,3,4,3,4,5,4,2,2,4,4,2,3,3,2,2,2,3,2,6,3,8,1,8
725,Beijing,female,29,3,2,3,2,3,2,2,2,4,4,2,2,2,2,3,2,2,3,NA,2,2,2,4,2,3,3,2,2,8
726,Beijing,male,43,3,2,2,2,4,3,2,2,4,2,4,2,2,4,2,2,2,2,2,4,2,3,2,2,3,2,4,2,7
727,Beijing,male,40,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,1,2,7,3,6,2,8
728,Beijing,female,55,5,3,3,2,3,3,3,2,2,2,2,1,3,1,2,1,1,2,1,1,1,4,1,3,3,3,11,2,5
729,Beijing,female,45,3,2,2,2,2,3,2,2,2,4,4,2,2,3,4,2,4,4,3,4,4,3,2,3,4,3,9,2,8
731,Beijing,female,40,3,2,3,3,1,4,1,1,4,1,2,1,4,1,1,1,2,2,2,1,1,1,2,3,3,2,2,2,8
732,Beijing,female,24,4,4,2,4,2,4,1,2,2,2,4,2,4,4,2,2,2,4,2,2,4,1,1,3,7,3,3,1,8
733,Beijing,female,23,4,2,2,1,3,3,4,3,4,4,4,3,1,2,3,2,3,NA,NA,2,4,2,2,1,6,3,8,1,8
735,Beijing,female,52,1,1,1,1,1,3,1,2,3,4,4,2,1,1,3,5,1,5,5,4,2,3,1,2,3,3,9,2,8
737,Beijing,female,22,3,2,2,2,1,2,3,1,2,4,4,2,3,2,3,1,4,3,3,4,2,3,2,2,7,3,3,1,8
739,Beijing,male,50,2,2,2,3,2,NA,2,2,4,2,3,NA,2,2,2,2,4,2,2,2,2,3,2,2,7,3,6,2,8
741,Beijing,male,63,1,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,3,3,3,7,3,6,2,8
742,Beijing,female,47,3,4,3,2,2,2,2,3,3,4,4,3,2,2,3,2,3,2,2,3,3,3,3,3,4,2,4,2,8
743,Beijing,male,20,4,1,2,3,4,4,3,5,3,3,4,4,3,2,2,3,2,4,4,2,4,1,3,3,6,3,8,1,5
744,Beijing,female,24,2,1,1,1,2,2,3,4,1,4,4,1,2,1,1,1,1,3,2,3,2,1,1,1,7,3,6,2,8
745,Beijing,female,32,1,1,1,1,1,1,1,1,3,3,3,3,1,1,2,1,1,3,3,2,3,1,3,3,4,3,4,2,8
746,Beijing,female,51,NA,NA,2,4,4,NA,2,2,3,2,4,4,2,2,2,2,NA,NA,NA,4,4,3,2,1,3,2,10,2,8
747,Beijing,male,20,2,4,4,3,4,3,4,3,3,2,3,3,2,2,3,2,2,3,3,2,3,1,2,2,3,2,8,1,8
748,Beijing,male,42,2,1,2,2,3,2,4,4,4,1,3,4,2,2,4,2,3,4,5,3,NA,2,3,3,7,3,5,2,8
751,Beijing,female,42,1,2,1,2,1,1,1,1,2,4,2,1,2,1,1,1,2,3,2,2,1,1,1,2,3,2,6,2,8
752,Beijing,male,45,5,3,1,1,2,2,1,4,4,2,2,2,3,2,2,2,NA,4,4,2,2,1,1,2,5,3,6,2,8
754,Beijing,male,58,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,3,1,3,3,2,11,2,8
755,Beijing,female,42,3,2,2,2,2,4,2,3,2,3,3,2,2,2,2,2,2,3,3,4,3,3,2,3,5,3,11,2,8
756,Beijing,female,35,3,4,4,4,2,4,2,4,3,2,NA,4,2,2,4,3,2,4,4,2,4,2,3,4,5,3,4,2,8
757,Beijing,male,23,1,3,1,2,5,5,5,3,1,5,5,5,1,1,1,1,1,3,2,5,1,3,2,4,6,3,8,1,8
759,Beijing,female,22,2,3,2,1,3,4,3,3,3,2,4,3,3,1,3,2,2,3,3,2,2,1,2,3,6,3,8,1,8
760,Beijing,female,59,4,3,3,4,3,4,2,4,2,5,NA,2,1,1,4,2,4,4,2,4,4,3,2,3,2,2,10,2,8
761,Beijing,male,32,2,2,1,1,1,2,2,2,2,1,2,3,2,3,3,1,1,2,2,3,2,1,1,1,7,3,6,2,8
762,Beijing,male,52,3,1,2,2,2,3,3,2,2,2,3,2,1,2,2,3,2,2,2,2,2,2,3,2,7,3,6,2,8
765,Beijing,male,23,2,2,2,3,2,NA,2,2,NA,2,NA,2,2,1,1,1,2,2,2,2,2,1,2,3,3,3,6,1,8
766,Beijing,female,20,2,1,3,5,3,4,3,1,1,3,4,3,4,1,2,4,2,3,3,3,1,2,3,3,3,3,4,1,8
768,Beijing,female,36,3,1,2,3,2,4,1,3,3,4,4,1,4,2,2,2,2,NA,4,2,2,1,3,2,4,2,2,2,8
769,Beijing,female,43,NA,1,2,2,3,2,3,3,3,4,2,2,3,1,3,2,2,NA,NA,4,NA,3,3,3,4,3,6,2,8
770,Beijing,female,28,2,2,2,3,4,3,4,4,3,3,4,3,1,2,3,3,3,2,3,4,4,3,3,3,7,3,6,1,5
772,Beijing,female,24,2,1,2,1,2,3,3,2,2,3,2,2,1,1,1,1,1,2,2,4,3,3,2,3,7,2,3,1,8
774,Beijing,male,30,5,1,2,3,2,1,2,3,5,2,3,3,2,3,4,5,2,5,5,2,5,3,3,3,4,1,10,1,8
775,Beijing,male,20,2,3,2,1,3,2,3,3,2,3,2,2,2,2,2,3,2,2,1,1,2,1,1,1,3,3,8,1,8
778,Beijing,male,49,2,2,2,2,2,2,2,2,2,3,3,2,NA,1,2,2,NA,NA,NA,2,NA,3,3,3,3,2,10,2,8
782,Beijing,female,40,1,2,1,1,2,2,1,3,2,2,3,3,2,2,1,1,1,2,2,1,2,1,1,1,7,3,6,2,8
783,Beijing,female,34,2,1,1,2,2,4,2,2,2,4,4,3,4,2,2,2,2,2,2,2,NA,1,2,2,5,3,NA,2,8
785,Beijing,male,21,2,1,1,2,2,3,2,4,4,2,4,3,1,3,3,2,4,4,4,3,1,3,1,3,6,3,8,1,8
786,Beijing,male,47,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,5,3,1,2,8
787,Beijing,male,36,1,1,1,NA,1,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,3,3,2,2,8
788,Beijing,male,60,2,1,1,1,2,3,2,2,1,1,2,1,1,1,4,1,1,2,NA,4,2,1,2,2,5,3,11,2,8
789,Beijing,female,30,2,1,3,1,3,3,2,NA,4,2,4,3,2,2,4,2,2,NA,NA,4,2,3,2,2,7,2,6,1,8
790,Beijing,male,46,4,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,4,4,2,2,1,2,3,3,2,10,2,8
792,Beijing,male,24,2,1,1,1,4,3,3,4,4,3,3,3,2,4,2,3,1,4,5,3,4,3,3,3,7,NA,7,1,8
796,Beijing,male,40,4,2,3,1,4,4,3,5,3,2,2,4,2,2,1,2,2,4,5,2,1,3,4,4,4,1,10,2,5
797,Beijing,female,22,2,1,2,2,2,2,3,2,4,2,3,2,1,1,2,1,3,3,3,2,2,4,3,1,6,2,8,1,8
799,Beijing,female,25,1,1,1,3,2,4,2,3,2,4,4,4,2,2,2,2,2,4,4,2,2,3,3,3,7,2,7,1,8
800,Beijing,male,45,4,2,3,3,2,NA,2,2,4,3,2,2,2,2,2,2,3,2,2,2,4,3,1,2,4,2,10,2,8
803,Beijing,female,20,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,6,3,8,1,8
804,Beijing,female,20,2,2,2,2,3,2,3,2,3,3,2,2,2,2,3,2,2,3,3,2,3,2,2,3,6,2,8,1,8
805,Beijing,female,45,1,5,2,3,5,1,4,2,5,4,4,2,5,2,4,2,4,4,5,2,4,3,5,1,4,3,10,2,4
806,Beijing,male,20,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,4,1,8
807,Beijing,female,35,4,1,3,1,3,3,2,2,4,3,2,2,2,2,5,2,2,3,3,4,3,2,2,1,4,2,10,2,8
808,Beijing,male,22,4,2,3,3,4,4,4,3,4,2,3,4,2,4,2,2,2,3,4,2,3,2,5,3,6,2,8,1,8
809,Beijing,male,20,3,1,2,3,2,2,2,3,3,4,4,4,5,3,3,3,3,4,4,3,3,3,3,2,6,3,8,1,8
811,Beijing,female,24,3,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,3,4,4,3,1,1,2,7,3,10,1,4
814,Beijing,female,50,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,10,2,8
815,Beijing,female,70,4,3,3,2,2,2,3,4,3,4,3,2,3,2,4,2,NA,NA,2,4,3,4,1,1,2,2,11,4,4
818,Beijing,male,52,4,4,4,5,5,5,2,4,4,5,5,4,1,1,4,1,5,5,4,1,4,3,3,4,3,3,10,2,5
820,Beijing,male,50,3,1,2,3,4,2,2,1,5,5,5,3,1,1,5,2,2,4,4,5,3,3,3,3,4,3,5,2,5
822,Beijing,female,50,NA,3,3,2,2,4,3,2,3,3,2,3,2,2,2,2,NA,2,2,4,4,3,2,2,3,2,9,2,8
823,Beijing,female,62,5,1,1,1,1,2,1,1,1,3,2,1,1,1,2,2,1,1,2,2,2,3,1,1,3,3,9,2,8
824,Beijing,female,47,4,2,4,4,4,4,2,5,5,5,1,1,1,1,5,5,2,5,5,1,2,1,5,1,4,3,5,2,8
826,Beijing,male,20,3,3,1,2,2,1,1,1,2,3,3,2,1,1,1,3,3,2,3,1,1,1,2,2,6,4,8,1,8
827,Beijing,female,20,2,3,2,1,2,1,2,2,2,3,3,3,2,2,4,2,2,2,2,2,2,1,1,1,6,3,8,1,8
828,Beijing,female,40,2,5,2,3,4,2,2,2,4,2,4,2,1,2,2,2,2,2,2,4,4,1,3,3,4,1,4,2,8
833,Beijing,male,20,3,1,2,1,3,3,1,2,3,3,1,2,1,2,2,1,1,2,3,3,2,3,2,2,5,3,10,1,NA
834,Beijing,male,34,4,2,3,3,4,4,4,4,5,3,3,2,2,1,3,1,1,3,4,2,3,2,3,3,7,3,3,2,8
835,Beijing,female,24,3,2,1,2,2,4,2,4,3,3,3,3,2,1,3,2,2,3,NA,2,2,1,3,3,7,3,8,1,8
836,Beijing,female,22,3,1,2,2,2,2,3,3,3,3,3,3,4,4,5,2,3,3,2,2,3,2,1,2,6,2,8,1,8
837,Beijing,female,40,4,1,3,4,2,5,4,5,5,2,3,2,1,2,3,2,1,5,4,2,4,3,2,3,5,3,2,2,8
842,Beijing,female,49,4,4,2,2,4,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,4,3,3,3,1,2,4,2,8
843,Beijing,female,38,4,2,2,2,3,4,2,2,3,2,2,3,1,1,2,2,2,4,NA,NA,2,3,1,1,4,3,7,2,8
844,Beijing,male,22,3,1,2,1,2,3,4,3,2,2,2,2,2,2,3,1,2,NA,NA,2,4,1,3,3,6,2,8,1,8
845,Beijing,male,58,2,1,2,2,2,3,2,1,3,3,4,2,1,1,2,2,2,2,2,2,2,1,1,1,2,3,10,2,8
847,Beijing,male,58,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,4,3,3,2,3,1,1,1,2,3,4,2,8
848,Beijing,male,20,2,2,2,2,3,2,2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,1,2,2,6,3,8,1,8
849,Beijing,male,50,5,3,3,1,3,3,2,2,3,5,3,2,1,1,4,2,2,5,4,2,4,3,3,3,3,1,10,2,8
850,Beijing,male,22,2,2,3,2,4,4,3,4,3,2,3,3,2,2,3,1,2,5,4,2,2,1,3,2,6,1,8,1,8
851,Beijing,male,30,4,5,4,2,3,5,3,5,5,2,4,2,5,3,5,1,3,5,4,3,5,1,3,1,4,3,7,2,5
852,Beijing,male,30,3,2,3,2,2,3,3,4,3,2,2,3,3,3,3,2,2,3,4,3,4,3,2,3,4,3,5,1,8
853,Beijing,male,20,2,1,2,3,2,3,2,1,2,3,2,2,1,1,3,2,2,3,2,2,1,2,1,2,6,3,8,1,8
856,Beijing,female,40,4,2,4,2,2,2,2,4,2,2,2,2,2,1,2,1,2,1,2,2,4,1,2,1,4,3,4,2,8
857,Beijing,male,40,4,2,2,1,2,2,4,4,4,4,4,1,1,2,2,1,2,4,4,1,4,3,1,2,3,3,6,2,8
858,Beijing,female,44,NA,1,2,5,4,2,2,3,2,4,5,4,3,2,2,2,4,2,4,2,2,1,3,2,4,3,10,2,8
859,Beijing,male,20,1,1,3,3,2,1,2,1,2,2,3,2,2,1,3,1,1,2,3,2,3,2,2,2,4,2,3,1,8
861,Beijing,male,20,1,2,1,2,3,3,1,3,1,2,2,1,1,1,2,1,1,3,2,2,2,1,2,2,3,2,8,1,8
862,Beijing,male,50,2,2,2,2,3,NA,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,4,2,8
864,Beijing,female,35,2,3,2,4,3,2,2,2,3,3,4,2,2,2,4,4,4,2,4,2,2,1,3,1,3,3,9,2,8
866,Beijing,male,50,4,4,3,2,2,4,2,1,4,4,5,2,1,4,2,3,2,2,4,2,4,2,3,2,7,3,3,2,8
867,Beijing,male,46,4,2,4,2,2,2,2,2,2,1,NA,2,4,2,4,2,4,2,4,4,4,3,2,2,4,2,1,2,8
868,Beijing,male,40,2,1,3,3,4,3,4,3,4,3,3,3,1,4,3,1,1,4,4,2,4,3,5,3,4,3,2,2,8
869,Beijing,male,50,4,2,4,4,4,5,4,4,4,4,2,2,1,2,4,2,4,4,4,2,NA,3,5,2,4,3,10,2,5
873,Beijing,male,50,4,4,4,2,2,2,2,2,3,2,2,2,2,4,4,4,NA,3,3,4,2,3,3,3,3,3,1,2,8
874,Beijing,female,30,4,2,3,2,2,3,2,3,3,4,2,2,1,2,3,2,3,2,NA,3,2,4,1,3,4,2,10,1,4
875,Beijing,male,20,4,2,NA,4,2,2,4,2,2,5,5,2,1,2,5,3,NA,2,4,3,3,1,3,2,2,1,NA,1,8
876,Beijing,male,50,3,2,1,1,1,2,2,1,2,3,2,2,1,2,2,2,3,3,2,2,3,1,2,2,4,4,2,2,8
877,Beijing,male,37,4,2,3,3,4,2,3,4,4,3,2,2,2,2,4,2,2,NA,NA,4,3,2,3,3,5,2,4,2,8
878,Beijing,female,36,2,5,4,5,3,5,3,5,3,5,4,3,4,3,2,3,5,4,5,1,5,3,3,5,5,3,6,2,5
879,Beijing,male,20,2,2,1,2,2,3,2,3,2,3,3,2,2,2,3,2,2,2,2,3,2,3,2,2,6,3,8,1,8
880,Beijing,male,21,1,2,3,1,5,4,2,2,3,2,3,1,2,1,1,1,1,2,4,2,5,1,1,3,6,3,8,1,8
881,Beijing,female,48,3,1,4,3,2,4,2,4,4,4,3,3,1,3,5,5,3,3,3,5,4,3,1,2,4,1,4,2,8
882,Beijing,female,52,3,2,2,2,2,NA,2,4,4,4,4,3,2,4,2,1,2,4,4,4,NA,2,2,2,7,2,3,2,8
883,Beijing,male,47,5,2,4,2,2,2,2,2,2,3,5,2,1,1,1,1,3,3,3,2,NA,4,2,3,3,2,4,2,8
884,Beijing,male,50,4,2,4,3,4,4,4,2,4,4,3,3,2,2,3,2,3,4,2,2,2,2,2,3,3,3,10,2,8
885,Beijing,male,43,1,1,3,2,1,2,1,2,1,2,2,4,1,1,3,1,1,2,2,4,2,3,3,1,7,3,5,2,5
890,Beijing,male,37,5,1,2,1,1,4,3,4,1,4,2,1,1,3,3,1,1,4,4,1,2,2,2,3,7,3,3,2,8
891,Beijing,female,44,2,1,4,2,4,3,3,2,2,4,3,2,1,1,3,2,2,3,3,4,2,2,2,2,4,3,5,2,8
892,Beijing,female,45,5,1,1,NA,2,2,1,1,2,2,4,2,1,1,1,2,NA,2,1,1,2,2,1,1,3,2,4,2,NA
894,Beijing,male,50,1,1,5,4,2,5,1,3,1,2,1,5,1,1,5,5,1,5,5,2,1,4,2,2,2,1,1,3,8
895,Beijing,female,53,NA,1,2,4,4,4,4,2,4,4,2,2,2,1,4,1,1,NA,NA,5,NA,3,2,2,3,3,4,2,8
897,Beijing,male,72,2,2,3,NA,2,2,2,2,4,4,4,4,2,4,2,2,3,4,4,3,4,3,3,3,4,3,11,2,8
899,Beijing,male,50,3,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,4,2,1,2,4,3,11,2,8
900,Beijing,male,56,NA,3,3,3,3,4,3,3,3,4,3,1,3,2,4,3,4,3,NA,2,NA,4,2,3,2,2,10,2,8
902,Beijing,female,30,2,1,4,2,2,4,4,4,4,4,4,4,1,2,4,4,2,4,4,4,4,3,3,3,7,3,5,2,8
905,Beijing,female,55,3,3,4,4,3,1,3,2,3,4,4,4,2,2,3,2,3,3,3,2,2,3,3,3,3,3,4,2,8
908,Beijing,male,32,2,2,2,2,1,2,2,1,2,3,2,2,1,1,2,2,1,2,2,2,2,1,1,1,7,3,4,1,8
909,Beijing,female,44,4,2,2,2,4,4,4,3,3,3,2,2,1,3,2,2,2,5,5,2,NA,3,3,5,4,2,10,2,8
911,Beijing,male,35,3,2,2,3,5,4,3,2,4,3,4,2,2,2,2,1,1,4,4,2,2,2,3,3,7,3,2,1,8
912,Beijing,female,55,3,1,2,3,4,4,1,1,1,5,4,2,1,2,3,3,NA,3,3,4,4,2,3,4,3,2,9,2,8
913,Beijing,female,42,2,2,5,1,1,3,2,2,2,2,1,2,1,2,2,2,2,3,3,1,1,3,2,2,7,3,NA,2,5
915,Beijing,female,34,2,2,1,2,2,2,1,1,2,2,3,1,3,1,1,1,1,1,1,1,2,3,2,2,7,3,5,1,8
916,Beijing,male,50,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,3,1,3,3,2,10,2,8
917,Beijing,male,55,3,2,NA,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1,2,8
918,Beijing,female,50,4,1,3,2,4,4,3,3,3,5,5,4,1,4,4,1,2,3,3,3,3,2,3,2,7,2,3,2,7
920,Beijing,female,36,3,1,1,4,5,4,4,4,5,2,2,4,1,2,4,4,1,4,4,2,2,1,3,1,3,2,2,2,8
921,Beijing,female,48,4,2,4,4,3,4,2,2,4,4,4,4,2,4,4,2,4,4,4,4,4,4,3,4,4,1,10,2,8
922,Beijing,male,51,1,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,5,5,1,1,1,1,1,7,3,3,2,8
925,Beijing,female,45,4,2,2,2,2,2,2,2,3,4,3,2,2,2,2,2,2,3,NA,3,NA,3,3,3,4,1,4,2,8
928,Beijing,female,35,3,3,1,2,1,4,1,3,3,2,3,2,1,1,1,1,1,4,4,1,1,1,2,1,7,3,10,1,8
929,Beijing,male,38,2,2,2,2,2,2,2,2,3,1,4,2,1,2,2,2,2,2,3,2,2,1,3,3,2,2,1,2,8
930,Beijing,female,50,4,2,1,1,1,1,2,4,4,4,4,1,1,1,2,2,2,1,1,1,1,1,3,2,4,3,10,2,8
931,Beijing,male,33,2,2,1,2,1,2,1,1,1,2,1,1,4,1,2,1,2,1,1,2,2,1,2,2,4,3,2,2,7
932,Beijing,male,50,4,1,3,2,3,2,3,3,2,2,1,2,2,3,1,1,4,3,3,2,2,3,2,2,4,2,6,2,8
934,Beijing,male,35,5,3,3,4,3,4,3,3,3,2,3,2,3,3,4,2,2,3,2,2,3,1,4,3,4,1,10,2,8
936,Beijing,female,30,2,2,4,2,2,3,2,2,2,3,2,2,1,2,2,1,1,3,3,2,2,1,2,1,7,3,5,2,8
937,Beijing,male,50,5,1,4,4,NA,2,2,2,1,1,1,1,1,1,2,1,NA,1,2,4,4,3,2,1,7,1,10,2,8
939,Beijing,male,40,2,3,3,1,2,3,2,2,1,3,2,2,2,1,1,1,3,2,1,2,1,3,1,1,3,2,10,2,8
940,Beijing,female,70,5,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,2,4,4,1,1,1,2,1,11,4,5
943,Beijing,male,45,2,1,4,3,3,3,2,3,4,2,3,2,1,2,2,2,2,4,4,1,3,1,3,1,7,3,2,2,8
945,Beijing,male,52,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,1,NA,1,3,1,NA,3,1,1,3,3,10,2,8
946,Beijing,male,30,3,2,4,2,2,2,3,3,3,2,3,3,1,2,2,2,3,3,4,4,3,2,3,4,7,4,3,1,8
947,Beijing,female,53,1,2,1,1,1,5,1,1,1,4,4,4,5,1,1,1,4,4,4,3,2,4,1,2,7,4,11,2,5
948,Beijing,male,30,3,1,2,1,3,5,4,5,2,2,3,1,1,1,2,1,1,5,4,2,3,1,3,2,7,3,3,1,5
949,Beijing,male,35,3,1,5,5,3,5,5,5,5,3,3,2,1,4,5,2,2,4,5,5,3,1,4,1,7,5,6,2,7
950,Beijing,male,42,1,3,1,1,5,5,1,5,3,2,2,4,5,1,1,2,1,5,5,1,2,1,2,1,7,3,11,2,8
951,Beijing,male,53,5,1,5,1,5,5,5,3,5,1,2,1,3,1,5,1,1,5,5,5,5,3,3,5,4,2,10,2,8
952,Beijing,male,32,2,2,2,2,2,NA,2,3,5,2,NA,2,1,3,4,2,NA,4,5,NA,NA,1,2,1,7,3,3,2,8
955,Beijing,male,37,3,2,4,1,3,2,3,2,4,3,1,3,1,2,3,2,1,2,2,2,1,3,2,3,4,3,6,2,8
956,Beijing,male,50,3,3,2,3,5,3,2,2,2,3,2,2,3,2,2,2,2,3,3,3,2,3,1,3,4,2,6,2,8
958,Beijing,female,50,3,1,3,2,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,2,2,4,3,11,2,8
962,Beijing,female,30,2,3,4,3,2,4,5,NA,5,4,4,4,4,2,4,1,3,5,5,1,3,3,2,1,5,3,2,2,7
964,Beijing,female,64,3,3,4,2,2,3,2,1,2,2,1,2,3,2,2,3,NA,2,3,2,1,3,2,2,3,3,11,2,8
965,Beijing,female,55,3,2,3,1,2,4,2,3,4,3,2,3,3,2,4,2,2,4,4,3,3,4,1,4,4,3,10,2,8
966,Beijing,male,40,5,1,5,4,4,4,4,4,4,4,4,4,2,4,4,2,NA,4,4,4,4,1,5,4,3,1,10,2,8
967,Beijing,male,58,4,4,4,4,3,1,5,5,5,2,3,5,5,3,3,2,5,5,5,5,5,2,4,4,3,3,11,2,8
968,Beijing,female,30,2,2,1,1,1,2,3,4,3,3,3,2,2,2,3,3,3,3,3,3,2,1,1,2,6,3,8,1,8
970,Beijing,female,46,4,1,4,2,3,5,4,3,3,2,2,2,2,2,5,2,2,4,4,4,4,3,3,3,NA,1,4,2,8
971,Beijing,female,41,5,3,2,1,2,5,3,1,4,3,1,2,3,1,3,2,5,5,4,1,5,3,1,1,4,3,2,2,8
972,Beijing,female,30,3,1,1,1,2,3,1,2,1,2,2,4,3,1,2,2,4,2,4,2,1,2,3,2,7,3,NA,1,8
973,Beijing,female,40,1,1,4,2,2,3,1,3,2,4,3,3,2,2,3,3,2,3,3,2,1,1,1,1,4,3,4,2,8
975,Beijing,female,55,NA,NA,2,2,NA,4,2,4,2,5,5,2,1,1,5,4,NA,4,NA,1,2,3,1,NA,4,3,11,2,8
976,Beijing,male,52,2,1,2,1,3,3,3,2,3,2,1,1,2,2,2,2,2,3,3,2,3,2,2,3,4,3,10,2,8
979,Beijing,male,33,2,1,3,3,4,3,3,4,4,2,3,2,1,2,2,1,2,3,5,3,3,3,3,2,7,2,2,2,8
981,Beijing,male,40,4,1,2,1,4,5,2,4,4,2,4,2,3,1,4,2,2,4,5,2,4,3,1,5,3,1,1,2,8
982,Beijing,male,30,1,2,3,3,4,3,3,5,4,4,3,3,3,2,4,2,3,4,4,3,3,3,3,2,5,3,2,1,8
984,Beijing,female,30,NA,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,3,6,4,4
985,Beijing,female,53,1,5,2,2,2,1,2,2,2,1,1,1,1,1,4,2,1,4,4,1,2,3,4,4,3,1,9,2,7
988,Beijing,female,30,2,1,1,1,2,2,3,NA,4,2,3,5,1,2,3,1,2,3,4,1,NA,1,3,1,7,4,2,2,8
989,Beijing,male,35,1,1,1,2,2,2,3,2,1,2,2,2,2,1,4,2,1,2,2,2,1,2,2,3,7,3,4,2,8
990,Beijing,female,50,4,2,3,1,2,2,2,2,2,3,1,1,2,1,3,4,2,4,4,3,2,3,1,2,3,2,1,2,8
992,Beijing,male,30,3,1,1,2,2,4,2,2,3,2,3,1,5,2,3,2,4,4,2,2,3,1,2,3,6,3,8,1,8
994,Beijing,female,49,3,4,4,NA,3,4,2,2,2,3,3,2,2,NA,2,3,NA,NA,NA,2,2,3,3,4,2,2,1,2,8
996,Beijing,male,30,2,2,1,2,1,2,2,1,2,3,2,3,2,1,2,1,2,3,3,2,2,1,2,2,4,3,3,5,5
997,Beijing,female,30,4,1,3,3,2,3,4,2,3,3,4,3,2,3,4,2,3,3,4,3,3,2,3,3,6,4,8,1,8
998,Beijing,male,38,1,1,2,1,1,2,2,2,4,3,3,4,2,2,2,1,2,3,4,2,2,3,2,4,7,2,3,2,8
1000,Beijing,female,60,4,3,2,2,4,4,5,2,4,4,2,2,2,2,2,2,4,2,3,2,2,2,2,1,5,3,9,2,8
1001,Beijing,female,60,4,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,1,3,3,7,3,11,2,8
1002,Beijing,male,30,3,3,2,1,3,4,4,3,3,2,2,3,2,3,3,2,1,2,2,3,3,2,1,2,6,3,8,1,8
1003,Beijing,male,40,2,2,2,2,2,2,2,3,2,4,4,2,1,2,2,2,2,3,3,4,2,1,2,1,7,3,3,2,8
1004,Beijing,female,44,2,1,2,2,2,4,2,4,4,4,4,2,2,4,2,2,4,4,4,2,2,2,2,1,7,3,6,2,8
1005,Beijing,male,42,4,1,1,4,5,4,4,2,3,4,4,3,1,1,2,2,3,3,3,3,4,3,5,4,4,3,5,2,8
1006,Beijing,female,37,3,1,3,3,2,5,2,4,2,4,2,4,1,1,2,2,NA,4,4,4,2,4,3,4,4,2,4,2,5
1007,Beijing,male,50,3,2,4,2,2,4,3,3,3,3,3,2,4,2,NA,2,4,NA,NA,4,NA,3,3,4,3,2,6,2,8
1009,Beijing,male,35,2,1,1,2,1,5,1,5,5,2,1,4,2,1,1,2,2,4,3,2,2,3,1,3,4,2,5,2,8
